geometry_id,geography_id,boundary_version,geometry_revision,geometry_source_id,valid_from,valid_to,source_id,source_url,source_crs,geometry_hash,quality_status,limitation
"318cd76c-3e28-5b84-b2df-d9d333f6f45b","32e414c8-cbe5-58f1-92e1-7d89158ce8c3","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","3ee5cbf9f14db80317e6e57efa4e732cc3badeb3b2e7140658e50859f387e52c","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"1c01fcd2-06c8-551c-a9e8-51b9a84cac09","5f79a25d-f50e-59cb-8063-b21fbe78bbe9","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","0aa18863ae413ea0eefb3c752ae7ffe896c86f906de0df459c94c1680b190730","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"de16566d-7e7b-5997-a434-2dfe0df22e48","d5d4af33-7834-5651-8028-f77a487d01d1","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","8612313f359067884d70f54687aeee54aac9891bbf252093385317f202678294","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"6c983aaf-2e3b-5f01-be70-858537a192e3","ba11a5eb-9b7c-53b7-a26d-6a0b072026c6","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","98f18d09148530660283272e5c8e2f184b7cc63098558abe1422ea77ff5d5a8c","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"aaf3a4d4-2341-52d5-b51c-03743a274cd2","1b3c5bda-be99-5f4d-97b7-ee916f6bfe4c","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","87674df20802b04f0d4d3b54fe1775766bf9fb0fd8a66b37b146c8ddb9717c43","derived_provisional","Derived by dissolving 6 child polygons from the canonical ward layer. Not supplied directly by IEBC. Parent edges inherit ward-layer accuracy."
"f70637aa-8235-5844-ba48-88877d0b76e2","64d1388a-e157-5259-8083-d4f5ca8864b8","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","109695e76200d5e2c622bc02bea8209130d1bcb46d9e2071b2a3e115f832f0e9","provisional","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"3f6008d3-9b45-5462-b6a8-6e73b879a50d","a0dfd5c0-02d3-5b48-90a1-a6df54377739","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","b0f504a6d51e8fbb291e09b79dea45d9cf8e5352c998425c1decf4a806333889","validated_external_with_review","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"ceff9e48-f566-5edc-9409-376ff6ca2187","37e62cc6-b8cd-5a52-8b4b-62cb1bac5dee","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","c94cf5b49a430ca731c4a46092f3b6ca833c576fda84865461047e5633218731","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"0b541d48-b7c9-5192-a7db-6f5d7330a6d4","f3de9ae6-d57a-5f55-be24-e1dbdddcad68","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","3b580e2c0d97a9d1eeae4003ff29a407dce18399b11562865abc8e58e6576128","validated_external_with_review","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"d1178c84-f485-54f7-b755-e5b5e5c57a17","e5054a2a-90ee-5582-9c75-cf709bd96916","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","724e1f09654c03f0d591926a31cc994b72a623560baf9539cb668c5ba8d2e119","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
