slot_key,surface,geo_code,geography_name,level,tab,indicator_code,indicator_name,lifecycle_status,status,resolved,completion_phase,reason,series_code,observation_id,period_label,value,badge,geographic_method,source,source_url
"KEN-C046|profile|economy|IND-BUSINESS-LICENSES","profile","KEN-C046","Nyamira","county","economy","IND-BUSINESS-LICENSES","Licensed businesses (count, year-on-year change)","planned","planned_unresolved","false","P21","Coverage is inconsistent; ingest opportunistically and never manufacture missing counties.","","","","","","","County statistical abstracts / eCitizen",""
"KEN-C046|profile|economy|IND-FUEL-PETROL","profile","KEN-C046","Nyamira","county","economy","IND-FUEL-PETROL","Super Petrol pump price","active","external_verified","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-FUEL-PETROL-KEN-C046","b97954ca-d986-5cd0-86a0-80b21d4de58b","15 Aug–14 Sep 2026","214.27","E","direct","EPRA","https://www.epra.go.ke/pump-price-formulae"
"KEN-C046|profile|economy|IND-GCP-CURRENT","profile","KEN-C046","Nyamira","county","economy","IND-GCP-CURRENT","Gross County Product (current prices)","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-GCP-CURRENT-KEN-C046","abb0ad30-b264-5b02-85b2-84ec7ff5db97","2024 preliminary","169151","A","direct","KNBS","data/sprint1/README.md"
"KEN-C046|profile|finance|IND-COUNTY-AUDIT-OPINION","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-AUDIT-OPINION","County Executive audit opinion","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-AUDIT-OPINION-KEN-C046","ead2e27d-b78e-5445-bcb9-6278c4079a3f","FY 2023/24","Qualified","A","direct","OAG","https://www.oagkenya.go.ke/wp-content/uploads/2025/04/Auditor-Generals-summary-Report-on-County-Governments-2023-2024.pdf"
"KEN-C046|profile|finance|IND-COUNTY-BUDGET-ABSORPTION","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-BUDGET-ABSORPTION","County budget absorption rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-ABSORPTION-KEN-C046","f84276ef-fe03-5f34-8f5f-9359d703eceb","FY 2024/25","70","A","direct","CoB","data/sprint1/README.md"
"KEN-C046|profile|finance|IND-COUNTY-BUDGET-TOTAL","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-BUDGET-TOTAL","County budget","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-BUDGET-KEN-C046","81ca6369-8587-5b88-8d4d-79ff343ecb74","FY 2024/25","8102.9","A","direct","CoB","data/sprint1/README.md"
"KEN-C046|profile|finance|IND-COUNTY-DEVELOPMENT-ABSORPTION","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-DEVELOPMENT-ABSORPTION","Development budget absorption rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-DEV-ABSORPTION-KEN-C046","d6eee2be-d4ec-59b2-87f1-0b3691b853c9","FY 2024/25","37","A","direct","CoB","data/sprint1/README.md"
"KEN-C046|profile|finance|IND-COUNTY-EXPENDITURE-TOTAL","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-EXPENDITURE-TOTAL","County expenditure","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-EXPENDITURE-KEN-C046","c97eb59e-8272-59d7-89e8-1c124d1eb1fa","FY 2024/25","5656.74","A","direct","CoB","data/sprint1/README.md"
"KEN-C046|profile|finance|IND-COUNTY-OSR","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-OSR","Own-source revenue target attainment","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-COUNTY-OSR-KEN-C046","5eff31a1-1033-5aa2-986e-dcf620f49e72","FY 2024/25","87","A","direct","National Treasury","https://www.treasury.go.ke/sites/default/files/2025-Budget-Review-and-Outlook-Paper-1.pdf"
"KEN-C046|profile|finance|IND-COUNTY-PENDING-BILLS","profile","KEN-C046","Nyamira","county","finance","IND-COUNTY-PENDING-BILLS","Pending bills","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-PENDING-BILLS-KEN-C046","19615106-6963-5e60-8451-893293d69d61","FY 2024/25 · as at 30 June 2025","340.4","A","direct","National Treasury","https://www.treasury.go.ke/sites/default/files/2025-Budget-Review-and-Outlook-Paper-1.pdf"
"KEN-C046|profile|health|IND-CONTRACEPTIVE-USE","profile","KEN-C046","Nyamira","county","health","IND-CONTRACEPTIVE-USE","Modern contraceptive use rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-CONTRACEPTIVE-KEN-C046","0e7ec006-1605-5ee2-b732-69948f3df595","2022 KDHS","64.8","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|health|IND-FACILITY-INFRASTRUCTURE","profile","KEN-C046","Nyamira","county","health","IND-FACILITY-INFRASTRUCTURE","Facilities with electricity/water (%)","planned","planned_unresolved","false","P21","One-off snapshot; label prominently as a snapshot if activated.","","","","","","","Kenya Health Facility Census 2023",""
"KEN-C046|profile|health|IND-FGM-CHILD-MARRIAGE","profile","KEN-C046","Nyamira","county","health","IND-FGM-CHILD-MARRIAGE","FGM prevalence, women age 15–49","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-FGM-KEN-C046","3ae7c840-3430-5204-989b-94b750268517","2022 KDHS","74.7","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|health|IND-HEALTH-FACILITY-COUNT","profile","KEN-C046","Nyamira","county","health","IND-HEALTH-FACILITY-COUNT","Health facilities assessed in the 2023 Health Facility Census","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P04-FACILITIES-KEN-C046","fac74584-37ee-5fa5-a3b6-a94860458e94","2023 Health Facility Census","224","A","direct","MoH","https://kmhfr.health.go.ke/public/facilities"
"KEN-C046|profile|health|IND-HIV-PREVALENCE","profile","KEN-C046","Nyamira","county","health","IND-HIV-PREVALENCE","HIV prevalence, ages 15–64","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KENPHIA-HIV-PREVALENCE-KEN-C046","515bc308-e7f5-5457-8628-f2293aa39986","KENPHIA 2018 · June 2018–February 2019","3.9","A","direct","MoH","https://www.kenphia.or.ke/assets/file/KENPHIA_Ago25-DIGITAL.pdf"
"KEN-C046|profile|health|IND-HOME-BIRTH-RATE","profile","KEN-C046","Nyamira","county","health","IND-HOME-BIRTH-RATE","Home birth rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-HOME-BIRTH-KEN-C046","2ba51dc4-c27b-571f-8c6f-a8698453cbf5","2022 KDHS · births in preceding 2 years","6.3","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|health|IND-HOSPITAL-BED-UTILIZATION","profile","KEN-C046","Nyamira","county","health","IND-HOSPITAL-BED-UTILIZATION","Hospital bed occupancy/utilisation rate","planned","planned_unresolved","false","P21","No confirmed public Kenyan feed; remain planned until a citable source exists.","","","","","","","Ministry of Health / KHIS",""
"KEN-C046|profile|health|IND-IMMUNIZATION-RATE","profile","KEN-C046","Nyamira","county","health","IND-IMMUNIZATION-RATE","Children 12–23 months fully vaccinated with basic antigens","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P04-IMMUNISATION-KEN-C046","8f16abeb-c567-524d-aa50-4ab8b3bcdc8c","2022 KDHS","82.7","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|health|IND-MATERNAL-HEALTH","profile","KEN-C046","Nyamira","county","health","IND-MATERNAL-HEALTH","Skilled birth attendance","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P04-SKILLED-BIRTH-KEN-C046","13a810ca-5b6a-5d9d-9229-eef75b296a09","2022 KDHS","92.6","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|health|IND-STUNTING-RATE","profile","KEN-C046","Nyamira","county","health","IND-STUNTING-RATE","Children under 5 stunted","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P04-STUNTING-KEN-C046","f4ab2e5f-226a-5e73-8023-68915e201415","2022 KDHS","13.5","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|health|IND-SUBSTANCE-ABUSE-PREVALENCE","profile","KEN-C046","Nyamira","county","health","IND-SUBSTANCE-ABUSE-PREVALENCE","Drug and substance use prevalence","sourced","official_unavailable","true","complete","The 2022 NACADA survey was designed to provide national, regional, urban and rural prevalence estimates. Although sampled clusters were spread across all 47 counties, the official report does not publish a statistically defensible county prevalence series. Regional estimates are therefore not inherited or allocated to counties, and county sampling uncertainty is not fabricated.","","","2022 NACADA national survey","","","","NACADA National Survey on the Status of Drugs and Substance Use in Kenya 2022","https://nacada.go.ke/sites/default/files/2023-05/National%20Survey%20on%20the%20Status%20of%20Drugs%20and%20Substance%20Use%20in%20Kenya%202022.pdf"
"KEN-C046|profile|health|IND-TEENAGE-PREGNANCY","profile","KEN-C046","Nyamira","county","health","IND-TEENAGE-PREGNANCY","Teenage pregnancy, age 15–19","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-TEENAGE-PREGNANCY-KEN-C046","750cd212-aece-56e7-aae1-af81dd23a399","2022 KDHS","15.5","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C046|profile|infrastructure|IND-ELECTRICITY-ACCESS","profile","KEN-C046","Nyamira","county","infrastructure","IND-ELECTRICITY-ACCESS","Households connected to main-grid electricity","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-ELECTRICITY-KEN-C046","416b0adb-619b-5ad2-ac93-c7d1e7e0f8db","2023/24 Kenya Housing Survey","58.2","A","direct","KNBS","https://www.knbs.or.ke/wp-content/uploads/2025/04/Chapter-5-Housing-Characteristics-Amenities-and-Adequacy.xlsx"
"KEN-C046|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C046","Nyamira","county","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-HEALTH-FACILITY-DENSITY-KEN-C046","b7501247-264d-5046-8d40-cc6fc288463a","2023","3.4","B","aggregated","KDA","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C046|profile|infrastructure|IND-ROAD-NETWORK-LENGTH","profile","KEN-C046","Nyamira","county","infrastructure","IND-ROAD-NETWORK-LENGTH","Classified road length (km)","planned","planned_unresolved","false","P21","No single clean county table identified.","","","","","","","Kenya Roads Board",""
"KEN-C046|profile|infrastructure|IND-VEHICLE-REGISTRATIONS","profile","KEN-C046","Nyamira","county","infrastructure","IND-VEHICLE-REGISTRATIONS","Registered vehicles (count, per capita)","planned","planned_unresolved","false","P21","Public county breakdown not confirmed; remain planned.","","","","","","","National Transport and Safety Authority (NTSA)",""
"KEN-C046|profile|infrastructure|IND-WATER-ACCESS","profile","KEN-C046","Nyamira","county","infrastructure","IND-WATER-ACCESS","Households with access to improved water source (%)","planned","planned_unresolved","false","P21","Utility service areas do not align cleanly with counties; crosswalk required before promotion.","","","","","","","WASREB annual reports",""
"KEN-C046|profile|overview|IND-COUNTY-BUDGET-ABSORPTION","profile","KEN-C046","Nyamira","county","overview","IND-COUNTY-BUDGET-ABSORPTION","County budget absorption rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-ABSORPTION-KEN-C046","f84276ef-fe03-5f34-8f5f-9359d703eceb","FY 2024/25","70","A","direct","CoB","data/sprint1/README.md"
"KEN-C046|profile|overview|IND-FUEL-PETROL","profile","KEN-C046","Nyamira","county","overview","IND-FUEL-PETROL","Super Petrol pump price","active","external_verified","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-FUEL-PETROL-KEN-C046","b97954ca-d986-5cd0-86a0-80b21d4de58b","15 Aug–14 Sep 2026","214.27","E","direct","EPRA","https://www.epra.go.ke/pump-price-formulae"
"KEN-C046|profile|overview|IND-GCP-CURRENT","profile","KEN-C046","Nyamira","county","overview","IND-GCP-CURRENT","Gross County Product (current prices)","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-GCP-CURRENT-KEN-C046","abb0ad30-b264-5b02-85b2-84ec7ff5db97","2024 preliminary","169151","A","direct","KNBS","data/sprint1/README.md"
"KEN-C046|profile|overview|IND-LAND-AREA","profile","KEN-C046","Nyamira","county","overview","IND-LAND-AREA","Land area","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C046","5cba74ba-955a-557b-acf7-f6a7f6e55a8f","2019 Census land area","897.3","A","direct","KNBS","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C046|profile|overview|IND-POPULATION","profile","KEN-C046","Nyamira","county","overview","IND-POPULATION","Population","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-POP-TOTAL-KEN-C046","f1a0dc97-b6e8-559d-9661-a148c012bf79","Census night, 24–25 August 2019","605576","A","direct","KNBS","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C046|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C046","Nyamira","county","overview","IND-REGISTERED-VOTERS","Registered voters","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-VOTERS-2022-KEN-C046","e0fc0b21-4790-5ea4-8cbe-57944bff8376","Certified register county schedule, June 2022","323283","A","direct","IEBC","https://www.iebc.or.ke/"
"KEN-C046|profile|people|IND-DISABILITY-PREVALENCE","profile","KEN-C046","Nyamira","county","people","IND-DISABILITY-PREVALENCE","Disability prevalence","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-DISABILITY-PREVALENCE-KEN-C046","03e0af42-cb17-5866-b97e-1ade033ca7ee","2019 Census","3.3","A","direct","KNBS","https://www.knbs.or.ke/wp-content/uploads/2023/09/2019-Kenya-population-and-Housing-Census-Analytical-Report-on-Disability.pdf"
"KEN-C046|profile|people|IND-EXAM-PERFORMANCE","profile","KEN-C046","Nyamira","county","people","IND-EXAM-PERFORMANCE","Mean KCPE / KCSE score","planned","planned_unresolved","false","P21","Do not source from blogs/news aggregations; retire if no primary county table exists.","","","","","","","KNEC",""
"KEN-C046|profile|people|IND-HOUSEHOLD-SIZE","profile","KEN-C046","Nyamira","county","people","IND-HOUSEHOLD-SIZE","Average household size","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-HOUSEHOLD-SIZE-KEN-C046","38f5befe-93cb-53db-a91e-13be32d4dfa5","2019 Census","4","A","direct","KNBS","https://repository.knbs.or.ke/handle/knbs-ke-repo/385"
"KEN-C046|profile|people|IND-HOUSING-MATERIAL","profile","KEN-C046","Nyamira","county","people","IND-HOUSING-MATERIAL","Households with durable wall material","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-DURABLE-WALL-KEN-C046","924f2a3c-5c84-5c8a-b217-b5f83edca7f3","2019 Census","28.4","B","aggregated","KNBS","https://repository.knbs.or.ke/handle/knbs-ke-repo/451"
"KEN-C046|profile|people|IND-LITERACY-RATE","profile","KEN-C046","Nyamira","county","people","IND-LITERACY-RATE","Women age 15–49 literacy rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-LITERACY-WOMEN-KEN-C046","472943e4-a90b-5d3d-b1e2-f9ba9b66214a","2022 KDHS","99","A","direct","KNBS","https://dhsprogram.com/pubs/pdf/FR380/FR380erratum.pdf"
"KEN-C046|profile|people|IND-POP-2009","profile","KEN-C046","Nyamira","county","people","IND-POP-2009","Population, 2009 census","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-POP-2009-KEN-C046","027f254f-1112-571a-a227-b263097eec19","2009 census","598252","A","direct","KNBS","https://www.knbs.or.ke/"
"KEN-C046|profile|people|IND-POPULATION","profile","KEN-C046","Nyamira","county","people","IND-POPULATION","Population","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-POP-TOTAL-KEN-C046","f1a0dc97-b6e8-559d-9661-a148c012bf79","Census night, 24–25 August 2019","605576","A","direct","KNBS","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C046|profile|people|IND-POVERTY-RATE","profile","KEN-C046","Nyamira","county","people","IND-POVERTY-RATE","Overall poverty headcount rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P04-POVERTY-KEN-C046","a79e82c3-351e-5149-a740-bd9da679ec5a","2022","38.8","A","direct","KNBS","https://www.knbs.or.ke/reports/kenya-poverty-report-2022/"
"KEN-C046|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C046","Nyamira","county","people","IND-REGISTERED-VOTERS","Registered voters","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-VOTERS-2022-KEN-C046","e0fc0b21-4790-5ea4-8cbe-57944bff8376","Certified register county schedule, June 2022","323283","A","direct","IEBC","https://www.iebc.or.ke/"
"KEN-C046|profile|people|IND-SOCIAL-PROTECTION-BENEFICIARIES","profile","KEN-C046","Nyamira","county","people","IND-SOCIAL-PROTECTION-BENEFICIARIES","Inua Jamii cash-transfer beneficiaries","planned","planned_unresolved","false","P21","No citable per-county publication identified; must not be promoted to sourced without one.","","","","","","","State Department for Social Protection",""
"KEN-C047-CON274-W1366|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C047-CON274-W1366","Kitisuru","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C047-CON274-W1366|profile|overview|IND-LAND-AREA","profile","KEN-C047-CON274-W1366","Kitisuru","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C047-CON274-W1366","63ddca3a-2c0a-5daf-8e38-c4724fbd3ce1","Boundary-derived 2012-01","21.4","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C047-CON274-W1366|profile|overview|IND-POPULATION","profile","KEN-C047-CON274-W1366","Kitisuru","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C047-CON274-W1366|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1366","Kitisuru","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1366|profile|people|IND-POPULATION","profile","KEN-C047-CON274-W1366","Kitisuru","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C047-CON274-W1366|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1366","Kitisuru","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1366|profile|representation|IND-MCA-IDENTITY","profile","KEN-C047-CON274-W1366","Kitisuru","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C047-CON274-W1366|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1366","Kitisuru","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1366|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C047-CON274-W1366","Kitisuru","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C047-CON274-W1366|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C047-CON274-W1366","Kitisuru","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C047-CON274-W1367|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C047-CON274-W1367|profile|overview|IND-LAND-AREA","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C047-CON274-W1367","95ba313c-88f2-5b56-bd15-29766ec481d9","Boundary-derived 2012-01","8.2","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C047-CON274-W1367|profile|overview|IND-POPULATION","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C047-CON274-W1367|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1367|profile|people|IND-POPULATION","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C047-CON274-W1367|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1367|profile|representation|IND-MCA-IDENTITY","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C047-CON274-W1367|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1367|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C047-CON274-W1367|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C047-CON274-W1367","Parklands/Highridge","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C047-CON274-W1368|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C047-CON274-W1368","Karura","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C047-CON274-W1368|profile|overview|IND-LAND-AREA","profile","KEN-C047-CON274-W1368","Karura","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C047-CON274-W1368","ef5f8ecd-5930-5e4c-ab58-2c5d2cd6aeb1","Boundary-derived 2012-01","38.3","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C047-CON274-W1368|profile|overview|IND-POPULATION","profile","KEN-C047-CON274-W1368","Karura","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C047-CON274-W1368|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1368","Karura","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1368|profile|people|IND-POPULATION","profile","KEN-C047-CON274-W1368","Karura","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C047-CON274-W1368|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1368","Karura","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1368|profile|representation|IND-MCA-IDENTITY","profile","KEN-C047-CON274-W1368","Karura","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C047-CON274-W1368|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C047-CON274-W1368","Karura","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C047-CON274-W1368|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C047-CON274-W1368","Karura","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C047-CON274-W1368|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C047-CON274-W1368","Karura","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
